date,week,year,month,quarter,product_category,region,units_sold,revenue,avg_price,is_holiday_week
2021-02-12,7,2021,2,1,Home_Appliances,South,18,2709.33,320,0
2021-02-12,7,2021,2,1,Home_Appliances,East,3,2974.19,320,0
2021-02-12,7,2021,2,1,Home_Appliances,West,16,3860.65,320,0
2021-02-12,7,2021,2,1,Home_Appliances,Central,12,2846.59,320,0
2021-02-12,7,2021,2,1,Food_Beverages,North,132,4793.8,35,0
2021-02-12,7,2021,2,1,Food_Beverages,South,115,4167.74,35,0
2021-02-12,7,2021,2,1,Food_Beverages,East,139,4891.68,35,0
2021-02-12,7,2021,2,1,Food_Beverages,West,140,4969.71,35,0
2021-02-12,7,2021,2,1,Food_Beverages,Central,113,4057.54,35,0
2021-02-12,7,2021,2,1,Furniture,North,4,1882.71,580,0
2021-02-12,7,2021,2,1,Furniture,South,1,1740.58,580,0
2021-02-12,7,2021,2,1,Furniture,East,4,1834.79,580,0
2021-02-12,7,2021,2,1,Furniture,West,1,1987.73,580,0
2021-02-12,7,2021,2,1,Furniture,Central,1,1534.91,580,0
2021-02-19,8,2021,2,1,Electronics,North,21,6331.9,450,0
2021-02-19,8,2021,2,1,Electronics,South,11,5704.12,450,0
2021-02-19,8,2021,2,1,Electronics,East,8,5917.77,450,0
2021-02-19,8,2021,2,1,Electronics,West,13,6764.45,450,0
2021-02-19,8,2021,2,1,Electronics,Central,7,5207.98,450,0
2021-02-19,8,2021,2,1,Clothing,North,53,3930.27,85,0
2021-02-19,8,2021,2,1,Clothing,South,40,3260.57,85,0
2021-02-19,8,2021,2,1,Clothing,East,42,3798.28,85,0
2021-02-19,8,2021,2,1,Clothing,West,49,4205.37,85,0
2021-02-19,8,2021,2,1,Clothing,Central,33,3137.14,85,0
2021-02-19,8,2021,2,1,Home_Appliances,North,12,3177.26,320,0
2021-02-19,8,2021,2,1,Home_Appliances,South,14,3029.99,320,0
2021-02-19,8,2021,2,1,Home_Appliances,East,6,3458.79,320,0
2021-02-19,8,2021,2,1,Home_Appliances,West,12,3635.21,320,0
2021-02-19,8,2021,2,1,Home_Appliances,Central,5,3033.52,320,0
2021-02-19,8,2021,2,1,Food_Beverages,North,123,4416.47,35,0
2021-02-19,8,2021,2,1,Food_Beverages,South,93,3366.65,35,0
2021-02-19,8,2021,2,1,Food_Beverages,East,121,4229.3,35,0
2021-02-19,8,2021,2,1,Food_Beverages,West,158,5220.47,35,0
2021-02-19,8,2021,2,1,Food_Beverages,Central,115,4137.47,35,0
2021-02-19,8,2021,2,1,Furniture,North,5,1785.73,580,0
2021-02-19,8,2021,2,1,Furniture,South,11,1476.91,580,0
2021-02-19,8,2021,2,1,Furniture,East,1,1949.01,580,0
2021-02-19,8,2021,2,1,Furniture,West,9,1860.11,580,0
2021-02-19,8,2021,2,1,Furniture,Central,8,1535.52,580,0
2021-02-26,9,2021,2,1,Electronics,North,10,6080.57,450,0
2021-02-26,9,2021,2,1,Electronics,South,13,5804.3,450,0
2021-02-26,9,2021,2,1,Electronics,East,16,6232.93,450,0
2021-02-26,9,2021,2,1,Electronics,West,14,6902.05,450,0
2021-02-26,9,2021,2,1,Electronics,Central,14,5544.94,450,0
2021-02-26,9,2021,2,1,Clothing,North,45,4355.94,85,0
2021-02-26,9,2021,2,1,Clothing,South,44,3246.26,85,0
2021-02-26,9,2021,2,1,Clothing,East,44,4074.68,85,0
2021-02-26,9,2021,2,1,Clothing,West,58,4937.9,85,0
2021-02-26,9,2021,2,1,Clothing,Central,43,3707.25,85,0
2021-02-26,9,2021,2,1,Home_Appliances,North,20,3883.85,320,0
2021-02-26,9,2021,2,1,Home_Appliances,South,14,2948.49,320,0
2021-02-26,9,2021,2,1,Home_Appliances,East,17,3442.97,320,0
2021-02-26,9,2021,2,1,Home_Appliances,West,14,3594.32,320,0
2021-02-26,9,2021,2,1,Home_Appliances,Central,1,3052.16,320,0
2021-02-26,9,2021,2,1,Food_Beverages,North,118,4518.0,35,0
2021-02-26,9,2021,2,1,Food_Beverages,South,121,4142.71,35,0
2021-02-26,9,2021,2,1,Food_Beverages,East,147,5154.82,35,0
2021-02-26,9,2021,2,1,Food_Beverages,West,160,5862.95,35,0
2021-02-26,9,2021,2,1,Food_Beverages,Central,98,3461.26,35,0
2021-02-26,9,2021,2,1,Furniture,North,3,2111.0,580,0
2021-02-26,9,2021,2,1,Furniture,South,2,1535.24,580,0
2021-02-26,9,2021,2,1,Furniture,East,6,1814.52,580,0
2021-02-26,9,2021,2,1,Furniture,West,1,2296.62,580,0
2021-02-26,9,2021,2,1,Furniture,Central,1,1627.81,580,0
2021-03-05,10,2021,3,1,Electronics,North,20,7188.23,450,0
2021-03-05,10,2021,3,1,Electronics,South,15,5835.38,450,0
2021-03-05,10,2021,3,1,Electronics,East,10,6673.32,450,0
2021-03-05,10,2021,3,1,Electronics,West,12,7826.24,450,0
2021-03-05,10,2021,3,1,Electronics,Central,6,5680.33,450,0
2021-03-05,10,2021,3,1,Clothing,North,59,5024.34,85,0
2021-03-05,10,2021,3,1,Clothing,South,45,3764.03,85,0
2021-03-05,10,2021,3,1,Clothing,East,49,4318.9,85,0
2021-03-05,10,2021,3,1,Clothing,West,63,5114.09,85,0
2021-03-05,10,2021,3,1,Clothing,Central,39,3597.7,85,0
2021-03-05,10,2021,3,1,Home_Appliances,North,1,3706.79,320,0
2021-03-05,10,2021,3,1,Home_Appliances,South,16,2945.79,320,0
2021-03-05,10,2021,3,1,Home_Appliances,East,11,3919.8,320,0
2021-03-05,10,2021,3,1,Home_Appliances,West,14,4219.09,320,0
2021-03-05,10,2021,3,1,Home_Appliances,Central,17,3693.61,320,0
2021-03-05,10,2021,3,1,Food_Beverages,North,139,5060.57,35,0
2021-03-05,10,2021,3,1,Food_Beverages,South,112,3891.78,35,0
2021-03-05,10,2021,3,1,Food_Beverages,East,125,4627.58,35,0
2021-03-05,10,2021,3,1,Food_Beverages,West,147,5358.37,35,0
2021-03-05,10,2021,3,1,Food_Beverages,Central,139,4713.84,35,0
2021-03-05,10,2021,3,1,Furniture,North,11,2230.04,580,0
2021-03-05,10,2021,3,1,Furniture,South,1,1936.06,580,0
2021-03-05,10,2021,3,1,Furniture,East,6,2312.37,580,0
2021-03-05,10,2021,3,1,Furniture,West,3,2309.35,580,0
2021-03-05,10,2021,3,1,Furniture,Central,1,1720.29,580,0
2021-03-12,11,2021,3,1,Electronics,North,25,7269.69,450,0
2021-03-12,11,2021,3,1,Electronics,South,14,5398.99,450,0
2021-03-12,11,2021,3,1,Electronics,East,11,6325.36,450,0
2021-03-12,11,2021,3,1,Electronics,West,11,7289.47,450,0
2021-03-12,11,2021,3,1,Electronics,Central,8,5664.23,450,0
2021-03-12,11,2021,3,1,Clothing,North,51,4378.58,85,0
2021-03-12,11,2021,3,1,Clothing,South,38,3668.09,85,0
2021-03-12,11,2021,3,1,Clothing,East,50,3979.17,85,0
2021-03-12,11,2021,3,1,Clothing,West,51,4826.04,85,0
2021-03-12,11,2021,3,1,Clothing,Central,45,3553.2,85,0
2021-03-12,11,2021,3,1,Home_Appliances,North,12,3246.08,320,0
2021-03-12,11,2021,3,1,Home_Appliances,South,12,2959.26,320,0
2021-03-12,11,2021,3,1,Home_Appliances,East,1,3264.59,320,0
2021-03-12,11,2021,3,1,Home_Appliances,West,11,3579.91,320,0
2021-03-12,11,2021,3,1,Home_Appliances,Central,4,2981.0,320,0
2021-03-12,11,2021,3,1,Food_Beverages,North,139,5173.61,35,0
2021-03-12,11,2021,3,1,Food_Beverages,South,115,4270.49,35,0
2021-03-12,11,2021,3,1,Food_Beverages,East,129,4534.8,35,0
2021-03-12,11,2021,3,1,Food_Beverages,West,145,5145.68,35,0
2021-03-12,11,2021,3,1,Food_Beverages,Central,122,4387.77,35,0
2021-03-12,11,2021,3,1,Furniture,North,1,2227.69,580,0
2021-03-12,11,2021,3,1,Furniture,South,10,1900.88,580,0
2021-03-12,11,2021,3,1,Furniture,East,1,1734.11,580,0
2021-03-12,11,2021,3,1,Furniture,West,3,2390.06,580,0
2021-03-12,11,2021,3,1,Furniture,Central,1,1785.14,580,0
2021-03-19,12,2021,3,1,Electronics,North,13,6601.78,450,0
2021-03-19,12,2021,3,1,Electronics,South,14,6138.74,450,0
2021-03-19,12,2021,3,1,Electronics,East,12,6403.68,450,0
2021-03-19,12,2021,3,1,Electronics,West,13,6969.11,450,0
2021-03-19,12,2021,3,1,Electronics,Central,10,5530.9,450,0
2021-03-19,12,2021,3,1,Clothing,North,58,4130.58,85,0
2021-03-19,12,2021,3,1,Clothing,South,42,3716.33,85,0
2021-03-19,12,2021,3,1,Clothing,East,46,4164.73,85,0
2021-03-19,12,2021,3,1,Clothing,West,41,3941.07,85,0
2021-03-19,12,2021,3,1,Clothing,Central,32,2873.67,85,0
2021-03-19,12,2021,3,1,Home_Appliances,North,18,3391.31,320,0
2021-03-19,12,2021,3,1,Home_Appliances,South,8,2991.06,320,0
2021-03-19,12,2021,3,1,Home_Appliances,East,1,3399.52,320,0
2021-03-19,12,2021,3,1,Home_Appliances,West,15,3742.71,320,0
2021-03-19,12,2021,3,1,Home_Appliances,Central,13,2475.98,320,0
2021-03-19,12,2021,3,1,Food_Beverages,North,139,4937.84,35,0
2021-03-19,12,2021,3,1,Food_Beverages,South,136,4373.44,35,0
2021-03-19,12,2021,3,1,Food_Beverages,East,134,4668.19,35,0
2021-03-19,12,2021,3,1,Food_Beverages,West,142,5121.57,35,0
2021-03-19,12,2021,3,1,Food_Beverages,Central,116,4217.13,35,0
2021-03-19,12,2021,3,1,Furniture,North,1,2026.4,580,0
2021-03-19,12,2021,3,1,Furniture,South,4,1800.14,580,0
2021-03-19,12,2021,3,1,Furniture,East,1,2050.6,580,0
2021-03-19,12,2021,3,1,Furniture,West,1,2168.87,580,0
2021-03-19,12,2021,3,1,Furniture,Central,4,1597.62,580,0
2021-03-26,13,2021,3,1,Electronics,North,11,7311.17,450,0
2021-03-26,13,2021,3,1,Electronics,South,21,6400.53,450,0
2021-03-26,13,2021,3,1,Electronics,East,24,6855.19,450,0
2021-03-26,13,2021,3,1,Electronics,West,10,7335.99,450,0
2021-03-26,13,2021,3,1,Electronics,Central,18,5022.64,450,0
2021-03-26,13,2021,3,1,Clothing,North,53,4545.43,85,0
2021-03-26,13,2021,3,1,Clothing,South,39,3857.16,85,0
2021-03-26,13,2021,3,1,Clothing,East,56,4775.89,85,0
2021-03-26,13,2021,3,1,Clothing,West,60,4813.58,85,0
2021-03-26,13,2021,3,1,Clothing,Central,44,3705.94,85,0
2021-03-26,13,2021,3,1,Home_Appliances,North,13,3488.29,320,0
2021-03-26,13,2021,3,1,Home_Appliances,South,17,3525.56,320,0
2021-03-26,13,2021,3,1,Home_Appliances,East,9,3799.28,320,0
2021-03-26,13,2021,3,1,Home_Appliances,West,11,3779.95,320,0
2021-03-26,13,2021,3,1,Home_Appliances,Central,14,2994.55,320,0
2021-03-26,13,2021,3,1,Food_Beverages,North,135,4470.4,35,0
2021-03-26,13,2021,3,1,Food_Beverages,South,120,4277.97,35,0
2021-03-26,13,2021,3,1,Food_Beverages,East,119,4460.3,35,0
2021-03-26,13,2021,3,1,Food_Beverages,West,164,5731.04,35,0
2021-03-26,13,2021,3,1,Food_Beverages,Central,98,3687.93,35,0
2021-03-26,13,2021,3,1,Furniture,North,12,2125.7,580,0
2021-03-26,13,2021,3,1,Furniture,South,1,1839.48,580,0
2021-03-26,13,2021,3,1,Furniture,East,2,2038.05,580,0
2021-03-26,13,2021,3,1,Furniture,West,3,2039.27,580,0
2021-03-26,13,2021,3,1,Furniture,Central,6,1744.46,580,0
2021-04-02,14,2021,4,2,Electronics,North,25,8995.08,450,1
2021-04-02,14,2021,4,2,Electronics,South,10,7022.19,450,1
2021-04-02,14,2021,4,2,Electronics,East,20,8909.59,450,1
2021-04-02,14,2021,4,2,Electronics,West,19,9011.57,450,1
2021-04-02,14,2021,4,2,Electronics,Central,14,6833.73,450,1
2021-04-02,14,2021,4,2,Clothing,North,56,5058.72,85,1
2021-04-02,14,2021,4,2,Clothing,South,49,4479.94,85,1
2021-04-02,14,2021,4,2,Clothing,East,56,4789.12,85,1
2021-04-02,14,2021,4,2,Clothing,West,73,5607.61,85,1
2021-04-02,14,2021,4,2,Clothing,Central,47,3615.37,85,1
2021-04-02,14,2021,4,2,Home_Appliances,North,3,4555.72,320,1
2021-04-02,14,2021,4,2,Home_Appliances,South,9,3650.71,320,1
2021-04-02,14,2021,4,2,Home_Appliances,East,8,3829.25,320,1
2021-04-02,14,2021,4,2,Home_Appliances,West,22,4475.88,320,1
2021-04-02,14,2021,4,2,Home_Appliances,Central,17,3710.64,320,1
2021-04-02,14,2021,4,2,Food_Beverages,North,167,6077.44,35,1
2021-04-02,14,2021,4,2,Food_Beverages,South,141,4881.4,35,1
2021-04-02,14,2021,4,2,Food_Beverages,East,151,5189.67,35,1
2021-04-02,14,2021,4,2,Food_Beverages,West,178,6301.1,35,1
2021-04-02,14,2021,4,2,Food_Beverages,Central,145,5011.01,35,1
2021-04-02,14,2021,4,2,Furniture,North,10,2511.98,580,1
2021-04-02,14,2021,4,2,Furniture,South,6,2077.12,580,1
2021-04-02,14,2021,4,2,Furniture,East,2,2510.32,580,1
2021-04-02,14,2021,4,2,Furniture,West,1,2826.74,580,1
2021-04-02,14,2021,4,2,Furniture,Central,2,2201.58,580,1
2021-04-09,15,2021,4,2,Electronics,North,22,7657.29,450,1
2021-04-09,15,2021,4,2,Electronics,South,7,6511.95,450,1
2021-04-09,15,2021,4,2,Electronics,East,18,6886.16,450,1
2021-04-09,15,2021,4,2,Electronics,West,26,8069.33,450,1
2021-04-09,15,2021,4,2,Electronics,Central,20,5603.35,450,1
2021-04-09,15,2021,4,2,Clothing,North,57,4951.63,85,1
2021-04-09,15,2021,4,2,Clothing,South,50,4101.89,85,1
2021-04-09,15,2021,4,2,Clothing,East,60,4669.18,85,1
2021-04-09,15,2021,4,2,Clothing,West,63,5373.94,85,1
2021-04-09,15,2021,4,2,Clothing,Central,45,3922.63,85,1
2021-04-09,15,2021,4,2,Home_Appliances,North,4,4142.45,320,1
2021-04-09,15,2021,4,2,Home_Appliances,South,13,3254.76,320,1
2021-04-09,15,2021,4,2,Home_Appliances,East,11,3929.56,320,1
2021-04-09,15,2021,4,2,Home_Appliances,West,15,4455.56,320,1
2021-04-09,15,2021,4,2,Home_Appliances,Central,6,3230.95,320,1
2021-04-09,15,2021,4,2,Food_Beverages,North,159,5745.66,35,1
2021-04-09,15,2021,4,2,Food_Beverages,South,135,5038.68,35,1
2021-04-09,15,2021,4,2,Food_Beverages,East,166,5754.0,35,1
2021-04-09,15,2021,4,2,Food_Beverages,West,184,6281.55,35,1
2021-04-09,15,2021,4,2,Food_Beverages,Central,153,5182.67,35,1
2021-04-09,15,2021,4,2,Furniture,North,1,2205.79,580,1
2021-04-09,15,2021,4,2,Furniture,South,3,2020.8,580,1
2021-04-09,15,2021,4,2,Furniture,East,1,2378.51,580,1
2021-04-09,15,2021,4,2,Furniture,West,1,2669.71,580,1
2021-04-09,15,2021,4,2,Furniture,Central,1,1912.09,580,1
2021-04-16,16,2021,4,2,Electronics,North,7,6263.85,450,0
2021-04-16,16,2021,4,2,Electronics,South,17,5338.27,450,0
2021-04-16,16,2021,4,2,Electronics,East,26,5951.88,450,0
2021-04-16,16,2021,4,2,Electronics,West,17,7433.48,450,0
2021-04-16,16,2021,4,2,Electronics,Central,14,5083.77,450,0
2021-04-16,16,2021,4,2,Clothing,North,47,3958.08,85,0
2021-04-16,16,2021,4,2,Clothing,South,48,4152.08,85,0
2021-04-16,16,2021,4,2,Clothing,East,45,4185.87,85,0
2021-04-16,16,2021,4,2,Clothing,West,61,4460.22,85,0
2021-04-16,16,2021,4,2,Clothing,Central,46,3200.99,85,0
2021-04-16,16,2021,4,2,Home_Appliances,North,8,3573.18,320,0
2021-04-16,16,2021,4,2,Home_Appliances,South,14,3090.16,320,0
2021-04-16,16,2021,4,2,Home_Appliances,East,2,3400.0,320,0
2021-04-16,16,2021,4,2,Home_Appliances,West,10,3598.16,320,0
2021-04-16,16,2021,4,2,Home_Appliances,Central,11,2792.81,320,0
2021-04-16,16,2021,4,2,Food_Beverages,North,133,4908.38,35,0
2021-04-16,16,2021,4,2,Food_Beverages,South,126,4311.61,35,0
2021-04-16,16,2021,4,2,Food_Beverages,East,142,4810.13,35,0
